frame,timestamp_ms,left_ear_visibility,right_ear_visibility,center_x,center_y,radius,out_of_reference
595,9916,0.9992,0.9998,159,123,20,0
596,9933,0.9991,0.9998,161,122,20,0
597,9950,0.9991,0.9998,162,121,20,0
598,9966,0.9991,0.9998,162,121,20,0
599,9983,0.9991,0.9998,162,121,20,0
600,10000,0.999,0.9998,162,122,20,0
601,10016,0.999,0.9998,163,121,20,0
602,10033,0.9991,0.9998,163,121,20,0
603,10050,0.9991,0.9998,164,120,20,0
604,10066,0.9992,0.9998,164,120,20,0
605,10083,0.9992,0.9998,164,120,20,0
606,10100,0.9991,0.9998,165,120,20,0
607,10116,0.9992,0.9998,165,119,20,0
608,10133,0.9992,0.9998,166,118,20,0
609,10150,0.9991,0.9998,167,118,20,0
610,10166,0.9991,0.9998,167,118,20,0
611,10183,0.9991,0.9998,168,118,20,1
612,10200,0.9992,0.9998,169,118,20,1
613,10216,0.9992,0.9998,169,118,20,1
614,10233,0.9991,0.9998,170,119,20,1
615,10250,0.9991,0.9997,171,119,20,1
616,10266,0.999,0.9997,171,119,20,1
617,10283,0.9989,0.9997,172,120,20,1
618,10300,0.9988,0.9997,172,121,20,1
619,10316,0.9988,0.9997,172,121,20,1
620,10333,0.9988,0.9997,172,122,20,1
621,10350,0.9987,0.9997,173,122,20,1
622,10366,0.9987,0.9997,173,122,20,1
623,10383,0.9988,0.9997,173,122,20,1
624,10400,0.9988,0.9997,173,122,20,1
625,10416,0.9988,0.9997,173,122,20,1
626,10433,0.9988,0.9997,173,122,20,1
627,10450,0.9989,0.9997,173,121,20,1
628,10466,0.999,0.9997,173,121,20,1
629,10483,0.999,0.9997,173,120,20,1
630,10500,0.9989,0.9997,174,120,20,1
631,10516,0.999,0.9997,174,120,20,1
632,10533,0.999,0.9997,174,120,20,1
633,10550,0.999,0.9997,174,120,20,1
634,10566,0.999,0.9997,173,120,20,1
635,10583,0.999,0.9997,173,120,20,1
636,10600,0.999,0.9997,173,120,20,1
637,10616,0.999,0.9997,173,120,20,1
638,10633,0.9989,0.9997,173,119,20,1
639,10650,0.9989,0.9997,173,119,20,1
640,10666,0.9986,0.9996,173,119,20,1
641,10683,0.9985,0.9996,173,118,20,1
642,10700,0.9985,0.9996,174,118,20,1
643,10716,0.9983,0.9996,174,117,20,1
644,10733,0.9983,0.9995,175,117,20,1
645,10750,0.9982,0.9995,175,116,20,1
646,10766,0.9982,0.9995,175,115,20,1
647,10783,0.9982,0.9995,175,115,20,1
648,10800,0.9982,0.9995,175,114,20,1
649,10816,0.9981,0.9995,176,113,20,1
650,10833,0.9979,0.9994,176,113,20,1
651,10850,0.9979,0.9994,176,113,20,1
652,10866,0.9978,0.9994,177,113,20,1
653,10883,0.9977,0.9994,177,113,20,1
654,10900,0.9973,0.9992,178,113,20,1
655,10916,0.9968,0.9991,178,113,20,1
656,10933,0.9966,0.999,178,113,20,1
657,10950,0.9968,0.9991,177,113,20,1
658,10966,0.9966,0.999,177,113,20,1
659,10983,0.9965,0.9989,178,112,20,1
660,11000,0.9967,0.9988,178,112,20,1
661,11016,0.9968,0.9988,178,112,20,1
662,11033,0.9969,0.9988,178,112,20,1
663,11050,0.9969,0.9988,178,112,20,1
664,11066,0.9969,0.9987,178,111,20,1
665,11083,0.997,0.9987,178,111,20,1
666,11100,0.9971,0.9987,177,111,20,1
667,11116,0.9973,0.9988,177,111,20,1
668,11133,0.9974,0.9988,177,111,20,1
669,11150,0.9976,0.9989,177,110,20,1
670,11166,0.9977,0.9989,176,109,20,1
671,11183,0.9977,0.9988,177,108,20,1
672,11200,0.9976,0.9987,178,108,20,1
673,11216,0.9976,0.9987,179,108,20,1
674,11233,0.9974,0.9986,179,108,20,1
675,11250,0.9974,0.9986,180,107,20,1
676,11266,0.9973,0.9986,180,107,20,1
677,11283,0.9974,0.9986,179,107,20,1
678,11300,0.997,0.9985,178,107,20,1
679,11316,0.9968,0.9984,178,106,20,1
680,11333,0.9961,0.9982,178,106,20,1
681,11350,0.9961,0.9983,178,106,20,1
682,11366,0.9962,0.9983,178,107,20,1
683,11383,0.9963,0.9984,179,107,20,1
684,11400,0.9965,0.9984,179,107,20,1
685,11416,0.9966,0.9985,179,108,20,1
686,11433,0.9967,0.9986,179,108,20,1
687,11450,0.9966,0.9984,178,109,20,1
688,11466,0.9967,0.9984,178,109,20,1
689,11483,0.9969,0.9985,176,111,20,1
690,11500,0.997,0.9986,177,111,20,1
691,11516,0.9971,0.9987,176,111,20,1
692,11533,0.9972,0.9988,177,111,20,1
693,11550,0.9974,0.9989,177,111,20,1
694,11566,0.9976,0.999,177,111,20,1
695,11583,0.9977,0.999,177,110,20,1
696,11600,0.9979,0.9991,176,110,20,1
697,11616,0.998,0.9992,176,110,20,1
698,11633,0.9981,0.9992,176,110,20,1
699,11650,0.9982,0.9993,177,110,20,1
700,11666,0.9983,0.9994,177,110,20,1
701,11683,0.9984,0.9994,177,110,20,1
702,11700,0.9984,0.9994,177,110,20,1
703,11716,0.9985,0.9994,178,110,20,1
704,11733,0.9986,0.9995,178,109,20,1
705,11750,0.9986,0.9995,178,109,20,1
706,11766,0.9987,0.9996,179,108,20,1
707,11783,0.9988,0.9996,179,108,20,1
708,11800,0.9989,0.9996,179,108,20,1
709,11816,0.9989,0.9996,179,108,20,1
710,11833,0.9989,0.9997,179,107,20,1
711,11850,0.999,0.9997,179,107,20,1
712,11866,0.999,0.9997,180,107,20,1
713,11883,0.9989,0.9997,180,107,20,1
714,11900,0.9989,0.9997,180,107,20,1
715,11916,0.999,0.9997,180,107,20,1
716,11933,0.9989,0.9996,179,108,20,1
717,11950,0.9988,0.9996,179,107,20,1
718,11966,0.9987,0.9996,179,108,20,1
719,11983,0.9987,0.9996,180,108,20,1
720,12000,0.9988,0.9996,180,107,20,1
721,12016,0.9986,0.9995,180,107,20,1
722,12033,0.9984,0.9994,180,107,20,1
723,12050,0.9981,0.9993,180,107,20,1
724,12066,0.9982,0.9993,180,107,20,1
725,12083,0.9981,0.9993,180,107,20,1
726,12100,0.9981,0.9993,180,107,20,1
727,12116,0.9979,0.9992,181,107,20,1
728,12133,0.9979,0.9993,181,107,20,1
729,12150,0.9977,0.9991,180,107,20,1
730,12166,0.9974,0.9989,180,108,20,1
731,12183,0.9976,0.9989,180,108,20,1
732,12200,0.9974,0.9989,179,108,20,1
733,12216,0.9974,0.9989,180,107,20,1
734,12233,0.9975,0.9989,180,107,20,1
735,12250,0.9974,0.9988,179,108,20,1
736,12266,0.9973,0.9988,180,108,20,1
737,12283,0.9975,0.9989,180,108,20,1
738,12300,0.9974,0.9988,180,108,20,1
739,12316,0.9973,0.9988,179,108,20,1
740,12333,0.9965,0.9984,179,108,20,1
741,12350,0.9966,0.9985,180,108,20,1
742,12366,0.9959,0.9981,179,108,20,1
743,12383,0.9961,0.9982,179,108,20,1
744,12400,0.996,0.9982,179,108,20,1
745,12416,0.9954,0.9979,179,108,20,1
746,12433,0.9951,0.9977,178,108,20,1
747,12450,0.9952,0.9978,178,108,20,1
748,12466,0.9954,0.9979,178,108,20,1
749,12483,0.9957,0.998,178,108,20,1
750,12500,0.996,0.9981,178,108,20,1
751,12516,0.996,0.9982,178,108,20,1
752,12533,0.9963,0.9983,178,108,20,1
753,12550,0.9964,0.9984,178,108,20,1
754,12566,0.9963,0.9984,178,108,20,1
755,12583,0.9964,0.9984,178,108,20,1
756,12600,0.9965,0.9985,178,108,20,1
757,12616,0.9968,0.9986,179,108,20,1
758,12633,0.9967,0.9986,179,108,20,1
759,12650,0.9969,0.9987,179,107,20,1
760,12666,0.9964,0.9984,178,108,20,1
761,12683,0.9959,0.9982,177,108,20,1
762,12700,0.9962,0.9983,178,108,20,1
763,12716,0.9963,0.9984,178,107,20,1
764,12733,0.9963,0.9984,179,107,20,1
765,12750,0.9965,0.9985,179,107,20,1
766,12766,0.9965,0.9985,179,107,20,1
767,12783,0.9968,0.9986,180,107,20,1
768,12800,0.9968,0.9986,179,107,20,1
769,12816,0.9956,0.9981,179,107,20,1
770,12833,0.9957,0.9982,180,107,20,1
771,12850,0.9958,0.9982,179,107,20,1
772,12866,0.9959,0.9983,179,107,20,1
773,12883,0.9962,0.9984,179,107,20,1
774,12900,0.9962,0.9984,179,107,20,1
775,12916,0.9965,0.9985,180,107,20,1
776,12933,0.9961,0.9983,180,107,20,1
777,12950,0.9964,0.9984,180,108,20,1
778,12966,0.9965,0.9985,180,108,20,1
779,12983,0.9968,0.9986,180,108,20,1
780,13000,0.9967,0.9986,179,107,20,1
781,13016,0.997,0.9987,179,107,20,1
782,13033,0.9965,0.9983,158,134,20,0
783,13050,0.9966,0.9983,153,140,20,0
784,13066,0.9968,0.9983,150,140,20,0
785,13083,0.9969,0.9984,149,141,20,0
786,13100,0.9971,0.9985,148,142,20,0
787,13116,0.9973,0.9985,148,142,20,0
788,13133,0.9974,0.9986,148,143,20,0
789,13150,0.9975,0.9987,148,143,20,0
790,13166,0.9977,0.9987,148,143,20,0
791,13183,0.9978,0.9988,149,143,20,0
792,13200,0.9979,0.9989,149,143,20,0
793,13216,0.998,0.9989,149,143,20,0
794,13233,0.9981,0.9989,148,142,20,0
795,13250,0.9982,0.999,148,142,20,0
796,13266,0.9983,0.999,148,142,20,0
797,13283,0.9984,0.999,148,142,20,0
798,13300,0.9984,0.9991,148,142,20,0
799,13316,0.9985,0.9991,148,142,20,0
800,13333,0.9985,0.9991,148,142,20,0
801,13350,0.9986,0.9991,148,142,20,0
802,13366,0.9986,0.9991,148,142,20,0
803,13383,0.9987,0.9992,148,142,20,0
804,13400,0.9987,0.9992,148,142,20,0
805,13416,0.9987,0.9992,148,142,20,0
806,13433,0.9987,0.9992,148,142,20,0
807,13450,0.9988,0.9992,148,143,20,0
808,13466,0.9987,0.9992,148,143,20,0
809,13483,0.9988,0.9992,148,143,20,0
810,13500,0.9988,0.9992,148,143,20,0
811,13516,0.9988,0.9992,148,143,20,0
812,13533,0.9988,0.9992,148,143,20,0
813,13550,0.9988,0.9992,148,143,20,0
814,13566,0.9988,0.9992,148,143,20,0
815,13583,0.9989,0.9992,148,143,20,0
816,13600,0.9989,0.9993,148,143,20,0
817,13616,0.9989,0.9993,148,143,20,0
818,13633,0.9989,0.9993,148,143,20,0
819,13650,0.9989,0.9993,148,143,20,0
820,13666,0.9989,0.9993,148,143,20,0
821,13683,0.9989,0.9993,148,143,20,0
822,13700,0.9989,0.9993,148,143,20,0
823,13716,0.9989,0.9993,148,143,20,0
824,13733,0.9989,0.9992,148,143,20,0
825,13750,0.9989,0.9992,148,143,20,0
826,13766,0.9989,0.9992,148,143,20,0
827,13783,0.9989,0.9992,148,143,20,0
